edge_id,hour,duration_mins,traffic_density,is_weekend,daily_train_volume,track_distance_km,trains_affected,delay_mins
JTJ-YPR,13,60,1,0,4,153,1,44
JTJ-YPR,11,480,3,0,4,153,3,293
JTJ-YPR,10,360,3,1,4,153,3,275
JTJ-YPR,21,240,0,1,4,153,0,0
JTJ-YPR,3,360,1,1,4,153,1,115
JTJ-YPR,5,300,1,1,4,153,1,91
DVD-RU,10,300,0,0,1,709,0,0
DVD-RU,8,60,0,0,1,709,0,0
DVD-RU,12,120,0,0,1,709,0,0
DVD-RU,8,60,0,1,1,709,0,0
DVD-RU,22,240,0,1,1,709,0,0
DVD-RU,0,60,0,0,1,709,0,0
DVD-RU,0,300,0,1,1,709,0,0
DVD-RU,12,60,0,1,1,709,0,0
DVD-RU,3,60,0,0,1,709,0,0
DVD-RU,9,60,0,1,1,709,0,0
DVD-RU,23,300,0,1,1,709,0,0
DVD-RU,12,120,0,0,1,709,0,0
DVD-RU,16,180,1,0,1,709,1,47
DVD-RU,8,240,0,0,1,709,0,0
DVD-RU,4,180,0,0,1,709,0,0
BHC-DVD,11,480,0,1,1,590,0,0
BHC-DVD,20,180,0,1,1,590,0,0
BHC-DVD,3,60,1,1,1,590,1,47
BHC-DVD,0,180,0,1,1,590,0,0
BHC-DVD,21,480,1,1,1,590,1,165
BHC-DVD,10,60,0,0,1,590,0,0
BHC-DVD,19,180,0,1,1,590,0,0
BHC-DVD,22,360,1,0,1,590,1,115
BHC-DVD,14,240,0,1,1,590,0,0
BHC-DVD,17,60,0,1,1,590,0,0
BHC-DVD,19,240,0,1,1,590,0,0
BHC-DVD,10,120,0,1,1,590,0,0
BHC-DVD,11,360,0,1,1,590,0,0
BHC-DVD,18,360,0,1,1,590,0,0
BHC-DVD,6,180,0,0,1,590,0,0
BHC-HWH,3,120,0,0,1,295,0,0
BHC-HWH,0,300,0,1,1,295,0,0
BHC-HWH,5,180,0,0,1,295,0,0
BHC-HWH,20,360,0,1,1,295,0,0
BHC-HWH,12,120,0,0,1,295,0,0
BHC-HWH,4,180,0,1,1,295,0,0
BHC-HWH,13,60,0,0,1,295,0,0
BHC-HWH,8,180,0,1,1,295,0,0
BHC-HWH,6,480,1,1,1,295,1,166
BHC-HWH,20,360,0,1,1,295,0,0
BHC-HWH,5,300,0,1,1,295,0,0
BHC-HWH,9,240,1,1,1,295,1,69
BHC-HWH,10,60,0,1,1,295,0,0
BHC-HWH,18,480,0,1,1,295,0,0
BHC-HWH,17,240,0,1,1,295,0,0
BDTS-ST,22,480,1,0,2,252,1,164
BDTS-ST,19,120,0,0,2,252,0,0
BDTS-ST,6,60,0,0,2,252,0,0
BDTS-ST,11,360,1,0,2,252,1,119
BDTS-ST,21,120,0,0,2,252,0,0
BDTS-ST,11,180,0,0,2,252,0,0
BDTS-ST,17,180,0,0,2,252,0,0
BDTS-ST,17,120,0,0,2,252,0,0
BDTS-ST,10,240,0,1,2,252,0,0
BDTS-ST,17,480,0,0,2,252,0,0
BDTS-ST,7,480,0,0,2,252,0,0
BDTS-ST,2,480,1,1,2,252,1,164
BDTS-ST,16,360,1,1,2,252,1,118
BDTS-ST,11,300,0,1,2,252,0,0
BDTS-ST,0,300,0,1,2,252,0,0
BRC-RTM,10,480,9,1,36,261,10,1153
BRC-RTM,0,360,9,0,36,261,9,970
BRC-RTM,8,240,6,1,36,261,6,589
BRC-RTM,21,240,11,1,36,261,12,1217
BRC-RTM,18,60,2,0,36,261,2,107
BRC-RTM,23,120,7,1,36,261,8,913
BRC-RTM,23,60,5,0,36,261,5,421
BRC-RTM,21,180,9,1,36,261,10,997
BRC-RTM,13,180,2,1,36,261,2,105
BRC-RTM,18,60,2,1,36,261,2,106
BRC-RTM,22,300,13,1,36,261,14,1532
BRC-RTM,20,120,5,0,36,261,5,362
BRC-RTM,22,60,2,1,36,261,2,103
BRC-RTM,21,240,11,1,36,261,12,1333
BRC-RTM,21,180,9,1,36,261,10,1139
KOTA-RTM,11,240,0,0,22,267,0,0
KOTA-RTM,4,180,4,1,22,267,4,316
KOTA-RTM,8,60,0,0,22,267,0,0
KOTA-RTM,12,480,5,1,22,267,5,561
KOTA-RTM,21,360,8,1,22,267,9,1092
KOTA-RTM,17,480,10,1,22,267,11,1224
KOTA-RTM,20,480,11,1,22,267,12,1368
KOTA-RTM,17,300,6,1,22,267,6,676
KOTA-RTM,1,480,10,1,22,267,11,1254
KOTA-RTM,9,60,0,1,22,267,0,0
KOTA-RTM,16,240,5,1,22,267,5,457
KOTA-RTM,21,480,10,1,22,267,11,1288
KOTA-RTM,10,240,0,1,22,267,0,0
KOTA-RTM,21,480,10,1,22,267,11,1228
KOTA-RTM,7,300,2,1,22,267,2,152
KOTA-MTJ,20,60,0,0,8,324,0,0
KOTA-MTJ,17,480,2,0,8,324,2,222
KOTA-MTJ,15,240,3,0,8,324,3,202
KOTA-MTJ,15,60,0,1,8,324,0,0
KOTA-MTJ,22,60,0,1,8,324,0,0
KOTA-MTJ,1,180,5,0,8,324,5,361
KOTA-MTJ,21,180,0,0,8,324,0,0
KOTA-MTJ,17,480,2,0,8,324,2,219
KOTA-MTJ,5,240,0,1,8,324,0,0
KOTA-MTJ,3,60,4,1,8,324,4,273
KOTA-MTJ,21,360,1,0,8,324,1,117
KOTA-MTJ,5,120,0,1,8,324,0,0
KOTA-MTJ,13,300,3,1,8,324,3,231
KOTA-MTJ,3,240,4,1,8,324,4,328
KOTA-MTJ,13,360,3,1,8,324,3,266
ASN-DKAE,12,360,0,1,3,185,0,0
ASN-DKAE,6,60,0,1,3,185,0,0
ASN-DKAE,21,360,1,1,3,185,1,116
ASN-DKAE,13,60,0,1,3,185,0,0
ASN-DKAE,10,120,0,0,3,185,0,0
ASN-DKAE,7,60,0,0,3,185,0,0
ASN-DKAE,12,360,0,1,3,185,0,0
ASN-DKAE,1,120,0,0,3,185,0,0
ASN-DKAE,18,60,1,1,3,185,1,46
ASN-DKAE,0,120,0,0,3,185,0,0
ASN-DKAE,6,300,0,0,3,185,0,0
ASN-DKAE,23,180,1,1,3,185,1,41
ASN-DKAE,2,480,0,0,3,185,0,0
ASN-DKAE,15,240,1,0,3,185,1,71
ASN-DKAE,18,120,2,1,3,185,2,117
DHN-MGS,7,480,0,1,4,402,0,0
DHN-MGS,13,240,0,0,4,402,0,0
DHN-MGS,13,360,0,1,4,402,0,0
DHN-MGS,21,300,1,0,4,402,1,90
DHN-MGS,4,180,3,1,4,402,3,210
DHN-MGS,10,360,0,0,4,402,0,0
DHN-MGS,1,480,3,1,4,402,3,315
DHN-MGS,20,120,1,1,4,402,1,46
DHN-MGS,20,120,1,1,4,402,1,48
DHN-MGS,2,60,0,1,4,402,0,0
DHN-MGS,13,360,0,1,4,402,0,0
DHN-MGS,8,60,0,0,4,402,0,0
DHN-MGS,6,360,2,0,4,402,2,168
DHN-MGS,13,300,0,1,4,402,0,0
DHN-MGS,6,60,2,1,4,402,2,118
ANVR-CNB,11,480,11,0,31,426,11,1234
ANVR-CNB,5,480,6,0,31,426,6,694
ANVR-CNB,2,360,9,1,31,426,10,1019
ANVR-CNB,13,180,3,1,31,426,3,180
ANVR-CNB,5,300,6,1,31,426,6,579
ANVR-CNB,17,240,6,1,31,426,6,650
ANVR-CNB,21,240,7,0,31,426,7,677
ANVR-CNB,9,300,1,1,31,426,1,97
ANVR-CNB,6,60,2,1,31,426,2,105
ANVR-CNB,12,60,0,0,31,426,0,0
ANVR-CNB,12,480,11,1,31,426,12,1398
ANVR-CNB,9,300,1,1,31,426,1,95
ANVR-CNB,20,480,12,0,31,426,12,1487
ANVR-CNB,19,480,12,0,31,426,12,1311
ANVR-CNB,8,300,0,1,31,426,0,0
ASN-HWH,20,60,0,1,9,200,0,0
ASN-HWH,6,180,1,1,9,200,1,46
ASN-HWH,10,240,3,1,9,200,3,230
ASN-HWH,6,240,1,1,9,200,1,70
ASN-HWH,0,60,2,0,9,200,2,102
ASN-HWH,12,300,2,0,9,200,2,147
ASN-HWH,20,360,4,0,9,200,4,377
ASN-HWH,21,240,4,0,9,200,4,278
ASN-HWH,18,180,0,1,9,200,0,0
ASN-HWH,2,360,1,0,9,200,1,115
ASN-HWH,0,60,2,1,9,200,2,109
ASN-HWH,4,300,1,0,9,200,1,94
ASN-HWH,2,240,1,0,9,200,1,71
ASN-HWH,0,120,2,1,9,200,2,113
ASN-HWH,11,360,2,0,9,200,2,184
SSPN-YPR,4,360,0,0,1,154,0,0
SSPN-YPR,5,360,0,0,1,154,0,0
SSPN-YPR,3,120,0,0,1,154,0,0
SSPN-YPR,10,360,0,0,1,154,0,0
SSPN-YPR,12,480,0,1,1,154,0,0
SSPN-YPR,4,300,0,1,1,154,0,0
SSPN-YPR,8,180,0,1,1,154,0,0
SSPN-YPR,6,120,0,0,1,154,0,0
SSPN-YPR,12,60,0,0,1,154,0,0
SSPN-YPR,13,120,0,1,1,154,0,0
SSPN-YPR,0,60,0,1,1,154,0,0
SSPN-YPR,6,360,0,0,1,154,0,0
SSPN-YPR,23,480,1,0,1,154,1,161
SSPN-YPR,2,180,0,1,1,154,0,0
SSPN-YPR,18,180,0,1,1,154,0,0
KRNT-MBNR,3,480,4,0,8,130,4,421
KRNT-MBNR,20,180,0,0,8,130,0,0
KRNT-MBNR,13,360,1,1,8,130,1,114
KRNT-MBNR,10,120,0,1,8,130,0,0
KRNT-MBNR,8,240,0,0,8,130,0,0
KRNT-MBNR,20,480,2,0,8,130,2,225
KRNT-MBNR,15,60,0,0,8,130,0,0
KRNT-MBNR,21,180,0,1,8,130,0,0
KRNT-MBNR,10,300,1,1,8,130,1,93
KRNT-MBNR,12,60,0,1,8,130,0,0
KRNT-MBNR,1,120,0,1,8,130,0,0
KRNT-MBNR,12,180,1,1,8,130,1,43
KRNT-MBNR,15,240,0,1,8,130,0,0
KRNT-MBNR,21,120,0,0,8,130,0,0
KRNT-MBNR,22,300,1,0,8,130,1,94
KCG-KZJ,17,300,1,1,7,138,1,89
KCG-KZJ,11,120,0,0,7,138,0,0
KCG-KZJ,10,120,3,1,7,138,3,178
KCG-KZJ,19,240,1,0,7,138,1,69
KCG-KZJ,1,60,0,0,7,138,0,0
KCG-KZJ,0,240,1,1,7,138,1,66
KCG-KZJ,17,60,0,0,7,138,0,0
KCG-KZJ,14,120,0,0,7,138,0,0
KCG-KZJ,1,120,1,0,7,138,1,47
KCG-KZJ,23,360,1,0,7,138,1,116
KCG-KZJ,16,360,1,0,7,138,1,119
KCG-KZJ,7,180,1,0,7,138,1,43
KCG-KZJ,17,60,0,1,7,138,0,0
KCG-KZJ,9,360,4,0,7,138,4,370
KCG-KZJ,2,180,1,0,7,138,1,43
BPQ-CAF,18,360,1,1,2,11,1,113
BPQ-CAF,6,300,0,1,2,11,0,0
BPQ-CAF,23,300,0,0,2,11,0,0
BPQ-CAF,16,180,2,0,2,11,2,97
BPQ-CAF,11,480,2,1,2,11,2,219
BPQ-CAF,21,60,0,0,2,11,0,0
BPQ-CAF,9,120,0,1,2,11,0,0
BPQ-CAF,20,360,0,0,2,11,0,0
BPQ-CAF,22,180,0,0,2,11,0,0
BPQ-CAF,1,360,0,0,2,11,0,0
BPQ-CAF,3,180,0,1,2,11,0,0
BPQ-CAF,3,300,0,1,2,11,0,0
BPQ-CAF,15,480,2,1,2,11,2,226
BPQ-CAF,0,480,0,0,2,11,0,0
BPQ-CAF,3,240,0,1,2,11,0,0
CAF-MME,13,240,0,1,2,41,0,0
CAF-MME,16,120,2,0,2,41,2,105
CAF-MME,3,120,0,0,2,41,0,0
CAF-MME,16,300,2,1,2,41,2,168
CAF-MME,23,60,0,1,2,41,0,0
CAF-MME,20,360,0,0,2,41,0,0
CAF-MME,19,240,0,0,2,41,0,0
CAF-MME,9,480,0,0,2,41,0,0
CAF-MME,21,300,0,0,2,41,0,0
CAF-MME,22,60,0,1,2,41,0,0
CAF-MME,8,300,0,1,2,41,0,0
CAF-MME,8,120,0,0,2,41,0,0
CAF-MME,2,360,0,0,2,41,0,0
CAF-MME,11,300,0,1,2,41,0,0
CAF-MME,11,300,0,1,2,41,0,0
MME-NAB,7,180,0,0,2,66,0,0
MME-NAB,8,360,0,1,2,66,0,0
MME-NAB,6,300,0,0,2,66,0,0
MME-NAB,8,240,0,0,2,66,0,0
MME-NAB,4,300,0,1,2,66,0,0
MME-NAB,23,300,0,1,2,66,0,0
MME-NAB,14,360,2,1,2,66,2,187
MME-NAB,22,360,0,1,2,66,0,0
MME-NAB,5,300,0,1,2,66,0,0
MME-NAB,22,360,0,1,2,66,0,0
MME-NAB,23,120,0,0,2,66,0,0
MME-NAB,9,360,0,1,2,66,0,0
MME-NAB,1,240,0,0,2,66,0,0
MME-NAB,11,300,0,1,2,66,0,0
MME-NAB,19,480,0,1,2,66,0,0
NAB-WSA,18,360,1,0,4,28,1,111
NAB-WSA,1,60,0,1,4,28,0,0
NAB-WSA,19,300,1,0,4,28,1,89
NAB-WSA,11,180,1,1,4,28,1,42
NAB-WSA,18,180,1,1,4,28,1,42
NAB-WSA,22,240,0,0,4,28,0,0
NAB-WSA,1,60,0,1,4,28,0,0
NAB-WSA,8,60,0,0,4,28,0,0
NAB-WSA,6,480,1,1,4,28,1,165
NAB-WSA,22,360,0,0,4,28,0,0
NAB-WSA,10,300,1,1,4,28,1,93
NAB-WSA,9,300,1,0,4,28,1,92
NAB-WSA,15,240,2,0,4,28,2,135
NAB-WSA,18,480,1,1,4,28,1,163
NAB-WSA,19,60,1,1,4,28,1,45
SNV-WSA,8,120,0,1,2,57,0,0
SNV-WSA,19,360,1,1,2,57,1,114
SNV-WSA,5,240,0,1,2,57,0,0
SNV-WSA,16,360,1,0,2,57,1,118
SNV-WSA,14,480,2,0,2,57,2,219
SNV-WSA,13,480,2,0,2,57,2,231
SNV-WSA,9,120,0,1,2,57,0,0
SNV-WSA,19,120,1,1,2,57,1,47
SNV-WSA,3,300,0,1,2,57,0,0
SNV-WSA,19,300,1,0,2,57,1,90
SNV-WSA,16,360,1,0,2,57,1,114
SNV-WSA,20,360,0,1,2,57,0,0
SNV-WSA,8,120,0,0,2,57,0,0
SNV-WSA,0,300,0,0,2,57,0,0
SNV-WSA,4,180,0,1,2,57,0,0
G-SNV,3,360,0,0,4,47,0,0
G-SNV,17,240,1,1,4,47,1,66
G-SNV,19,240,1,0,4,47,1,65
G-SNV,1,60,0,0,4,47,0,0
G-SNV,11,360,3,0,4,47,3,238
G-SNV,18,60,0,1,4,47,0,0
G-SNV,22,300,0,0,4,47,0,0
G-SNV,16,180,0,1,4,47,0,0
G-SNV,8,120,0,1,4,47,0,0
G-SNV,20,60,1,1,4,47,1,46
G-SNV,20,360,1,1,4,47,1,120
G-SNV,3,120,0,0,4,47,0,0
G-SNV,11,240,2,1,4,47,2,141
G-SNV,5,480,0,1,4,47,0,0
G-SNV,13,360,3,1,4,47,3,285
CPH-KRBA,14,240,1,1,6,37,1,69
CPH-KRBA,16,60,1,1,6,37,1,44
CPH-KRBA,7,360,2,1,6,37,2,173
CPH-KRBA,11,240,0,0,6,37,0,0
CPH-KRBA,1,120,1,1,6,37,1,44
CPH-KRBA,18,120,1,0,6,37,1,42
CPH-KRBA,5,300,1,0,6,37,1,87
CPH-KRBA,23,360,2,1,6,37,2,175
CPH-KRBA,5,300,1,0,6,37,1,90
CPH-KRBA,7,240,2,1,6,37,2,142
CPH-KRBA,7,360,2,0,6,37,2,178
CPH-KRBA,7,240,2,0,6,37,2,119
CPH-KRBA,2,180,2,0,6,37,2,99
CPH-KRBA,23,300,2,1,6,37,2,155
CPH-KRBA,6,240,1,0,6,37,1,64
DMM-YNK,18,240,1,1,5,162,1,70
DMM-YNK,8,480,2,0,5,162,2,233
DMM-YNK,9,360,2,0,5,162,2,167
DMM-YNK,21,120,1,1,5,162,1,45
DMM-YNK,5,120,0,0,5,162,0,0
DMM-YNK,11,300,1,0,5,162,1,89
DMM-YNK,16,240,0,1,5,162,0,0
DMM-YNK,9,360,2,0,5,162,2,186
DMM-YNK,11,480,1,1,5,162,1,167
DMM-YNK,7,180,1,1,5,162,1,40
DMM-YNK,17,120,0,0,5,162,0,0
DMM-YNK,13,300,0,0,5,162,0,0
DMM-YNK,7,120,1,1,5,162,1,41
DMM-YNK,16,480,1,1,5,162,1,168
DMM-YNK,10,300,2,0,5,162,2,151
KPD-PUT,6,300,0,0,4,107,0,0
KPD-PUT,1,240,0,1,4,107,0,0
KPD-PUT,23,60,1,0,4,107,1,41
KPD-PUT,8,360,0,0,4,107,0,0
KPD-PUT,8,180,0,1,4,107,0,0
KPD-PUT,12,240,1,0,4,107,1,67
KPD-PUT,14,60,1,1,4,107,1,48
KPD-PUT,5,360,0,0,4,107,0,0
KPD-PUT,11,300,1,0,4,107,1,90
KPD-PUT,13,60,0,0,4,107,0,0
KPD-PUT,8,60,0,1,4,107,0,0
KPD-PUT,0,60,0,1,4,107,0,0
KPD-PUT,9,180,0,0,4,107,0,0
KPD-PUT,7,240,0,0,4,107,0,0
KPD-PUT,16,240,2,1,4,107,2,140
GDR-PUT,12,300,0,1,2,109,0,0
GDR-PUT,17,480,2,0,2,109,2,216
GDR-PUT,13,180,0,1,2,109,0,0
GDR-PUT,4,480,0,0,2,109,0,0
GDR-PUT,5,240,0,1,2,109,0,0
GDR-PUT,18,180,1,1,2,109,1,48
GDR-PUT,22,180,1,0,2,109,1,47
GDR-PUT,5,180,0,0,2,109,0,0
GDR-PUT,6,480,0,0,2,109,0,0
GDR-PUT,6,300,0,1,2,109,0,0
GDR-PUT,23,120,1,1,2,109,1,43
GDR-PUT,23,60,1,0,2,109,1,45
GDR-PUT,17,480,2,1,2,109,2,233
GDR-PUT,10,120,0,0,2,109,0,0
GDR-PUT,14,180,0,0,2,109,0,0
DVD-RJY,16,180,0,0,10,183,0,0
DVD-RJY,2,120,0,1,10,183,0,0
DVD-RJY,8,360,2,1,10,183,2,179
DVD-RJY,11,60,0,1,10,183,0,0
DVD-RJY,23,300,2,0,10,183,2,145
DVD-RJY,22,360,2,1,10,183,2,179
DVD-RJY,1,360,4,0,10,183,4,328
DVD-RJY,3,60,0,1,10,183,0,0
DVD-RJY,18,360,1,0,10,183,1,116
DVD-RJY,19,300,1,0,10,183,1,90
DVD-RJY,20,360,2,0,10,183,2,177
DVD-RJY,2,300,4,1,10,183,4,350
DVD-RJY,10,120,1,1,10,183,1,48
DVD-RJY,8,360,2,1,10,183,2,180
DVD-RJY,18,240,1,0,10,183,1,66
BAM-VZM,7,60,2,0,22,216,2,104
BAM-VZM,14,180,1,0,22,216,1,42
BAM-VZM,17,60,0,0,22,216,0,0
BAM-VZM,14,60,1,0,22,216,1,42
BAM-VZM,12,300,3,0,22,216,3,241
BAM-VZM,15,480,5,1,22,216,5,576
BAM-VZM,1,180,2,1,22,216,2,107
BAM-VZM,0,360,7,0,22,216,7,705
BAM-VZM,3,180,2,0,22,216,2,115
BAM-VZM,3,240,2,1,22,216,2,136
BAM-VZM,2,240,2,0,22,216,2,135
BAM-VZM,20,300,6,1,22,216,6,622
BAM-VZM,21,360,8,0,22,216,8,883
BAM-VZM,5,240,4,0,22,216,4,311
BAM-VZM,18,480,10,0,22,216,10,1106
ASN-JSME,4,300,0,1,5,111,0,0
ASN-JSME,9,300,2,0,5,111,2,159
ASN-JSME,18,360,1,1,5,111,1,121
ASN-JSME,11,240,1,1,5,111,1,69
ASN-JSME,6,300,2,0,5,111,2,152
ASN-JSME,3,120,0,0,5,111,0,0
ASN-JSME,2,180,0,1,5,111,0,0
ASN-JSME,22,120,0,0,5,111,0,0
ASN-JSME,21,180,1,0,5,111,1,40
ASN-JSME,20,240,1,1,5,111,1,73
ASN-JSME,14,300,1,0,5,111,1,87
ASN-JSME,11,360,1,1,5,111,1,114
ASN-JSME,6,180,0,1,5,111,0,0
ASN-JSME,21,180,1,0,5,111,1,45
ASN-JSME,2,300,0,0,5,111,0,0
JSME-KIUL,3,300,2,1,7,98,2,149
JSME-KIUL,3,180,2,0,7,98,2,99
JSME-KIUL,2,180,2,0,7,98,2,109
JSME-KIUL,23,300,3,1,7,98,3,226
JSME-KIUL,5,60,0,1,7,98,0,0
JSME-KIUL,19,120,1,0,7,98,1,45
JSME-KIUL,20,180,1,0,7,98,1,40
JSME-KIUL,4,300,0,1,7,98,0,0
JSME-KIUL,10,300,1,0,7,98,1,88
JSME-KIUL,18,60,0,1,7,98,0,0
JSME-KIUL,3,120,2,1,7,98,2,119
JSME-KIUL,2,360,2,0,7,98,2,181
JSME-KIUL,19,300,2,1,7,98,2,169
JSME-KIUL,17,120,0,1,7,98,0,0
JSME-KIUL,20,480,4,1,7,98,4,397
BGP-JMP,6,360,1,1,12,53,1,117
BGP-JMP,6,480,5,1,12,53,5,537
BGP-JMP,23,60,0,0,12,53,0,0
BGP-JMP,5,120,0,1,12,53,0,0
BGP-JMP,15,300,4,0,12,53,4,345
BGP-JMP,8,120,0,0,12,53,0,0
BGP-JMP,17,360,3,0,12,53,3,253
BGP-JMP,9,60,0,0,12,53,0,0
BGP-JMP,7,300,1,1,12,53,1,94
BGP-JMP,3,120,0,0,12,53,0,0
BGP-JMP,9,180,0,1,12,53,0,0
BGP-JMP,16,60,1,1,12,53,1,47
BGP-JMP,6,180,1,0,12,53,1,46
BGP-JMP,20,480,3,0,12,53,3,292
BGP-JMP,4,240,1,0,12,53,1,70
ASN-MDP,10,300,4,0,18,82,4,330
ASN-MDP,8,120,0,0,18,82,0,0
ASN-MDP,17,120,1,1,18,82,1,42
ASN-MDP,2,60,3,1,18,82,3,214
ASN-MDP,7,180,0,1,18,82,0,0
ASN-MDP,7,300,3,0,18,82,3,241
ASN-MDP,12,240,3,1,18,82,3,211
ASN-MDP,12,120,1,0,18,82,1,39
ASN-MDP,16,480,5,1,18,82,5,551
ASN-MDP,5,480,5,1,18,82,5,588
ASN-MDP,14,120,2,0,18,82,2,102
ASN-MDP,14,180,3,1,18,82,3,211
ASN-MDP,0,180,5,0,18,82,5,418
ASN-MDP,12,120,1,1,18,82,1,42
ASN-MDP,1,240,4,1,18,82,4,305
GPT-VSKP,11,60,0,0,2,7,0,0
GPT-VSKP,23,120,0,1,2,7,0,0
GPT-VSKP,8,180,1,0,2,7,1,40
GPT-VSKP,23,120,0,1,2,7,0,0
GPT-VSKP,5,120,0,1,2,7,0,0
GPT-VSKP,19,60,0,1,2,7,0,0
GPT-VSKP,4,60,0,1,2,7,0,0
GPT-VSKP,22,480,0,0,2,7,0,0
GPT-VSKP,12,240,1,1,2,7,1,69
GPT-VSKP,8,60,0,0,2,7,0,0
GPT-VSKP,8,300,2,0,2,7,2,144
GPT-VSKP,8,300,2,1,2,7,2,155
GPT-VSKP,16,60,0,0,2,7,0,0
GPT-VSKP,2,300,0,1,2,7,0,0
GPT-VSKP,11,300,1,0,2,7,1,90
DVD-GPT,23,360,0,0,1,11,0,0
DVD-GPT,16,240,0,1,1,11,0,0
DVD-GPT,15,180,0,0,1,11,0,0
DVD-GPT,0,240,0,1,1,11,0,0
DVD-GPT,5,360,0,1,1,11,0,0
DVD-GPT,10,300,1,0,1,11,1,95
DVD-GPT,8,300,0,1,1,11,0,0
DVD-GPT,23,360,0,0,1,11,0,0
DVD-GPT,6,60,0,1,1,11,0,0
DVD-GPT,19,120,0,1,1,11,0,0
DVD-GPT,13,300,1,1,1,11,1,89
DVD-GPT,0,360,0,1,1,11,0,0
DVD-GPT,16,300,0,1,1,11,0,0
DVD-GPT,8,480,1,1,1,11,1,167
DVD-GPT,20,480,0,0,1,11,0,0
CBF-ED,9,360,1,1,6,98,1,115
CBF-ED,2,300,2,1,6,98,2,150
CBF-ED,11,360,0,1,6,98,0,0
CBF-ED,13,120,0,0,6,98,0,0
CBF-ED,13,480,0,1,6,98,0,0
CBF-ED,23,240,4,1,6,98,4,342
CBF-ED,18,60,0,1,6,98,0,0
CBF-ED,2,300,2,0,6,98,2,154
CBF-ED,16,300,0,0,6,98,0,0
CBF-ED,17,240,0,0,6,98,0,0
CBF-ED,18,240,0,0,6,98,0,0
CBF-ED,6,300,1,0,6,98,1,96
CBF-ED,5,120,0,1,6,98,0,0
CBF-ED,21,180,1,0,6,98,1,39
CBF-ED,11,300,0,1,6,98,0,0
CGY-KTYM,8,240,8,1,30,18,9,1024
CGY-KTYM,13,360,6,0,30,18,6,619
CGY-KTYM,17,480,9,1,30,18,10,1256
CGY-KTYM,7,120,3,0,30,18,3,168
CGY-KTYM,19,300,6,1,30,18,6,644
CGY-KTYM,18,60,1,1,30,18,1,47
CGY-KTYM,14,60,1,1,30,18,1,47
CGY-KTYM,5,180,3,0,30,18,3,191
CGY-KTYM,12,180,2,1,30,18,2,111
CGY-KTYM,21,360,8,0,30,18,8,934
CGY-KTYM,5,60,1,0,30,18,1,42
CGY-KTYM,1,60,2,1,30,18,2,119
CGY-KTYM,21,60,1,1,30,18,1,42
CGY-KTYM,12,360,5,0,30,18,5,487
CGY-KTYM,21,480,10,1,30,18,11,1189
CGY-TRVL,7,180,6,1,30,8,6,538
CGY-TRVL,13,120,2,1,30,8,2,108
CGY-TRVL,5,360,9,0,30,8,9,1042
CGY-TRVL,7,120,3,0,30,8,3,180
CGY-TRVL,15,60,2,0,30,8,2,113
CGY-TRVL,15,360,7,0,30,8,7,722
CGY-TRVL,4,120,2,1,30,8,2,111
CGY-TRVL,2,60,0,0,30,8,0,0
CGY-TRVL,14,120,3,1,30,8,3,193
CGY-TRVL,1,120,1,1,30,8,1,46
CGY-TRVL,21,120,2,0,30,8,2,110
CGY-TRVL,11,180,4,1,30,8,4,289
CGY-TRVL,2,240,4,0,30,8,4,290
CGY-TRVL,6,240,8,1,30,8,9,993
CGY-TRVL,1,120,1,0,30,8,1,43
DDJ-SDAH,0,60,0,0,16,7,0,0
DDJ-SDAH,11,60,0,0,16,7,0,0
DDJ-SDAH,23,180,2,1,16,7,2,118
DDJ-SDAH,8,240,0,0,16,7,0,0
DDJ-SDAH,9,360,5,0,16,7,5,436
DDJ-SDAH,8,60,0,0,16,7,0,0
DDJ-SDAH,16,60,1,0,16,7,1,47
DDJ-SDAH,12,120,4,0,16,7,4,306
DDJ-SDAH,22,180,3,0,16,7,3,180
DDJ-SDAH,1,120,0,0,16,7,0,0
DDJ-SDAH,8,480,5,0,16,7,5,475
DDJ-SDAH,1,180,1,0,16,7,1,46
DDJ-SDAH,23,180,2,0,16,7,2,101
DDJ-SDAH,15,480,4,0,16,7,4,406
DDJ-SDAH,8,60,0,1,16,7,0,0
DDJ-MZP,19,300,1,1,1,723,1,91
DDJ-MZP,6,180,0,1,1,723,0,0
DDJ-MZP,10,360,0,1,1,723,0,0
DDJ-MZP,7,480,0,0,1,723,0,0
DDJ-MZP,5,360,0,1,1,723,0,0
DDJ-MZP,5,60,0,0,1,723,0,0
DDJ-MZP,23,300,0,0,1,723,0,0
DDJ-MZP,8,360,0,1,1,723,0,0
DDJ-MZP,3,360,0,0,1,723,0,0
DDJ-MZP,15,360,1,0,1,723,1,117
DDJ-MZP,17,300,1,0,1,723,1,92
DDJ-MZP,9,240,0,0,1,723,0,0
DDJ-MZP,11,480,0,0,1,723,0,0
DDJ-MZP,1,300,0,1,1,723,0,0
DDJ-MZP,22,300,0,0,1,723,0,0
ANVR-MZP,12,360,2,0,4,709,2,175
ANVR-MZP,15,480,2,1,4,709,2,235
ANVR-MZP,20,180,1,0,4,709,1,44
ANVR-MZP,19,360,1,0,4,709,1,120
ANVR-MZP,14,360,1,1,4,709,1,112
ANVR-MZP,20,480,2,1,4,709,2,234
ANVR-MZP,4,60,0,0,4,709,0,0
ANVR-MZP,5,60,0,0,4,709,0,0
ANVR-MZP,10,60,0,0,4,709,0,0
ANVR-MZP,17,120,1,1,4,709,1,45
ANVR-MZP,3,360,0,1,4,709,0,0
